IdCliente,Nombre,FechaNacimiento,Genero,Nacionalidad,ProvinciaResidencia
50,"Gonzalez, Joshua",1968-01-05,M,ES,Gerona
51,"Brooks, Samantha",1978-10-25,NA,ES,Segovia
52,"Wills, Danielle",1960-04-07,M,ES,Badajoz
53,"Zweifel, Anna",1954-02-18,M,IL,Córdoba
54,"Sharpe, K'Sandra",1970-04-21,F,ES,Almería
55,"Chukwuka, Darrian",1943-11-01,F,GB,Málaga
56,"Kersey, Clay",1974-10-09,F,ES,Vizcaya
57,"Roybal, Alexa",1979-03-06,F,ES,Madrid
58,"Thao, Tony",1943-02-28,F,ES,Albacete
59,"al-Baksh, Naasiruddeen",1992-02-14,F,SB,Segovia
60,"Watson, Nastashia",1953-06-03,M,ES,Sevilla
61,"Diaz, Anjelica",1962-08-25,M,BI,Madrid
62,"Muller, Sydney",1993-03-12,F,ES,Teruel
63,"al-Abad, Sufyaan",1989-02-25,M,ES,Sevilla
64,"Shaw, Brittany",1972-12-27,M,ES,La Rioja
65,"Roy, Kindra",1976-09-19,NA,NA,La Rioja
66,"Garcia, Marisah",1991-12-13,F,ES,Orense
67,"Dent, Ezell",1955-07-25,F,MX,Almería
68,"Bryson, Jeffery",1987-09-08,F,ES,Islas Balears
69,"Laut, Trevor",1980-03-20,F,ES,Orense
70,"Mwenebitu, Sabrina",1971-02-01,F,ES,Valencia
71,"Yahashi, Belicia",1983-01-24,F,BH,Zamora
72,"Ubungen Miller, Priya",1965-03-19,F,ES,Madrid
73,"Rodela, Brandon",1992-04-03,M,NA,Burgos
74,"Arriaga Bolanos, Marlon",1979-02-01,M,ES,Jaén
75,"King, Ross",1973-03-27,M,ES,Badajoz
76,"Showell, Christian",1946-01-07,F,ES,Salamanca
77,"Palaka, Anuzaya",1943-06-29,NA,HU,Barcelona
78,"Jackson, Shanikwa",1956-03-06,F,ES,Soria
79,"Turner, Chase",1965-10-23,M,PL,Toledo
80,"Duran, Adam",1974-03-06,NA,ES,La Rioja
81,"Whitehorse, Elijah",1946-11-20,F,ES,Cantabria
82,"Wilson, Joe",1949-12-19,NA,ES,Sevilla
83,"Garcia, Tre",1957-12-02,F,NA,Salamanca
84,"el-Afzal, Jawhara",1984-03-24,F,ES,Ávila
85,"Mcgruder, Delaney",1948-03-06,F,CN,Murcia
86,"Mcgrew, Amber",1994-03-02,M,ES,Jaén
87,"Talder, Danvy",1963-10-01,NA,ES,Huelva
88,"Foran, Matthew",1950-11-24,M,ES,Córdoba
89,"Bell, Tre",1984-10-13,M,CD,Tarragona
90,"Smith, Sarah",1960-08-31,M,ES,Cádiz
91,"Whitehorse, Trevor",1954-08-29,M,CW,Ávila
92,"Romero, Hannah",1983-07-21,F,ES,Las Palmas
93,"Halmes, Tyler",1953-11-02,F,ES,Soria
94,"Pacheco, Lucerita",1982-11-03,F,ES,Guipúzcoa
95,"Leamons, Lahana",1984-06-10,M,AW,Álava
96,"Melvin, Graham",1982-01-07,F,ES,Pontevedra
97,"Perry, Steven",1947-06-13,M,IL,Gerona
98,"Keliiholokai, Chager",1973-10-23,M,ES,Granada
99,"Young, Jayde",1992-06-12,F,ES,Valencia
100,"Daino, Hunter",1990-12-17,NA,ES,Navarra
101,"Fowler, Kristy",1957-06-16,M,NA,Navarra
102,"Medrano, San Juana",1973-11-19,F,ES,Guipúzcoa
103,"Sin, Hosna",1980-07-13,NA,GH,Las Palmas
104,"Hassan, Tameika",1947-01-10,F,ES,Madrid
105,"Caravio, Miranda",1969-03-31,F,ES,Alicante
106,"el-Agha, Fat'hi",1955-06-22,F,ES,Islas Balears
107,"Navarro, Mckayla",1994-04-15,M,GD,Cuenca
108,"el-Hai, Minnah",1964-06-26,M,ES,Granada
109,"al-Habibi, Saabiq",1964-06-14,M,CN,Pontevedra
110,"Gomez, Myron",1972-01-26,F,ES,Burgos
111,"Shoeboot, Chaska",1965-11-21,NA,ES,Toledo
112,"Ecoffey, Carley",1972-03-13,F,ES,Santa Cruz de Tenerife
113,"Liggett, Casey",1946-10-10,M,HT,Córdoba
114,"Garcia Felix, Ronnie",1975-02-02,F,ES,Valladolid
115,"el-Sulaiman, Masroora",1958-10-03,NA,VU,Santa Cruz de Tenerife
116,"Lindsey, Sean",1962-04-27,F,ES,Huelva
117,"Williams, Meighan",1946-06-15,F,ES,Castellón
118,"Eydi Shahroodi, Benjamin",1950-11-03,M,ES,Islas Balears
119,"Webb, Madeline",1948-02-23,F,AU,Guipúzcoa
120,"Moore, Andre",1993-02-22,NA,ES,Guipúzcoa
121,"King, Marquis",1951-04-10,M,DJ,Jaén
122,"Elias, Domonic",1946-12-19,NA,ES,Segovia
123,"Aguirre Rios, Carlos",1942-11-29,F,ES,Cádiz
124,"Her, Pratheeksha",1975-04-22,NA,ES,Vizcaya
125,"Swartz, Brennan",1974-06-28,M,YE,Alicante
126,"Medina, Jasmine",1974-07-13,F,ES,Alicante
127,"Henderson, Nicole",1940-10-05,F,NA,La Rioja
128,"el-Ullah, Taaliba",1956-05-06,F,ES,Valencia
129,"al-Selim, Kinaana",1956-08-05,M,ES,Lérida
130,"el-Yusuf, Majdiyya",1983-05-16,M,ES,Cantabria
131,"Kume, Nicola",1984-11-13,F,GE,Huesca
132,"Lathan, Kibori",1990-03-01,F,ES,Segovia
133,"Blakeman, Dalton",1951-04-30,M,PL,Zamora
134,"Marshall, Savannah",1959-06-16,NA,ES,Asturias
135,"el-Nouri, Marwaan",1952-01-18,M,ES,Tarragona
136,"Zander, Elizabeth",1984-07-12,M,ES,Orense
137,"Brown, Mariah",1955-02-06,NA,VN,Huelva
138,"Rodgers, Darin",1993-04-11,NA,ES,Guipúzcoa
139,"Lott, Reece",1951-01-31,NA,BJ,Albacete
140,"Wright, Dana",1989-07-02,F,ES,Barcelona
141,"Karaffa, Tina",1978-06-12,F,ES,Pontevedra
142,"Apodaca-Anaya, Leon Hunter",1964-08-19,F,ES,Guipúzcoa
143,"al-Salik, Adnaan",1962-12-08,F,EC,Huelva
144,"Willis, Mekeila",1986-02-16,F,ES,Pontevedra
145,"Moser, Holly",1964-08-16,M,BQ,Cantabria
146,"Sipanya, Joshua",1953-05-04,NA,ES,Teruel
147,"Colvin, Benjamin",1976-05-01,M,ES,Lérida
148,"el-Haidar, Abdul Baasid",1950-03-12,F,ES,Cuenca
149,"Vesey, Darrell",1961-07-06,F,RW,Orense
150,"Poloa, Tyler",1955-03-16,F,ES,Badajoz
151,"Gomez, Joseph",1964-12-27,NA,NA,Las Palmas
152,"el-El-Sayed, Saafiyya",1965-04-16,F,ES,Guadalajara
153,"Nicholson, Danyelle",1990-05-24,M,ES,Granada
154,"Fischer, Thang",1972-11-24,M,ES,Asturias
155,"Meyerhofer, Joseph",1940-09-30,M,TW,Valladolid
156,"el-Hashem, Adeeb",1978-10-11,M,ES,Navarra
157,"Columbus Norvell, Feza",1953-02-23,M,CN,Pontevedra
158,"al-Ebrahimi, Baaqir",1949-06-23,NA,ES,Huesca
159,"Ramos, Omar",1988-06-06,M,ES,Lérida
160,"Bashir, Mary",1960-02-08,NA,ES,Asturias
161,"Saenz, Rebecca",1964-03-12,F,BY,Málaga
162,"el-Abed, Nadeera",1949-08-06,M,ES,Guadalajara
163,"Celis, Kayden",1958-11-19,M,TR,Cantabria
164,"Cohen, Brandon",1978-03-15,F,ES,Lérida
165,"Reed, Tiana",1974-12-23,M,ES,Cádiz
166,"Moreno Torres, Meranda",1993-07-21,M,ES,Sevilla
167,"Wallace, Zackarie",1948-12-17,M,US,Tarragona
168,"Omar, Kent",1993-09-23,M,ES,Segovia
169,"Briones Delgado, Darian",1988-07-04,M,MC,Cádiz
170,"al-Ansari, Tharwa",1969-11-27,NA,ES,Segovia
171,"Tinoco, Odeena",1985-09-25,F,ES,Toledo
172,"Garnett, Sadyan",1948-12-24,F,ES,Soria
173,"al-Younis, Amal",1967-01-23,F,CL,Navarra
174,"Barragan, Jessica",1974-04-01,F,ES,Lérida
175,"Ventsam, Mikaela",1977-06-21,F,NA,Pontevedra
176,"Hernandez, Kiana",1983-01-22,M,ES,Álava
177,"al-Wahab, Afeef",1946-01-04,F,ES,Islas Balears
178,"Lopez, Hector",1962-04-19,F,ES,Lérida
179,"al-Wahab, Mahboob",1973-12-23,NA,GT,Alicante
180,"Fifita, Losol",1958-03-05,F,ES,Pontevedra
181,"al-Zakaria, Shaqeeqa",1976-08-18,F,SY,Valladolid
182,"Fox, Garrett",1941-12-28,F,ES,Pontevedra
183,"Barber, Ian",1967-03-27,M,ES,Islas Balears
184,"al-Kamel, Waseef",1988-12-05,M,ES,Guipúzcoa
185,"Littleman, Amanda",1941-09-25,NA,CY,Sevilla
186,"Prakhine, Helena",1953-05-10,M,ES,Ciudad Real
187,"Sounakhene, Susan",1964-10-18,M,LS,Guadalajara
188,"el-Hanif, Hishma",1965-10-07,NA,ES,Castellón
189,"Singh, Lashe",1990-01-16,M,ES,Málaga
190,"el-Naqvi, Farhat",1945-05-24,F,ES,Sevilla
191,"Damour, Logan",1968-08-03,NA,TN,Vizcaya
192,"Kim, Justin",1974-08-30,M,ES,Castellón
193,"Guzman, Dinorah",1952-04-05,M,NF,Teruel
194,"Goad, Chelsea",1967-10-30,M,ES,Madrid
195,"Dong, Abigail",1959-01-21,M,ES,Murcia
196,"el-Jafari, Bandar",1990-08-10,F,ES,Zamora
197,"Dong, Keliihoalani",1989-02-08,NA,PF,Lugo
198,"Jacket, Brianna",1952-02-13,F,ES,Pontevedra
199,"Trujillo, Pedro",1990-04-05,F,NA,La Coruña
200,"Nguyen, Joshua",1953-11-29,NA,ES,León
201,"Lowe, Ravynn",1953-02-12,M,ES,Málaga
202,"Chapnick, Makenna",1976-10-07,F,ES,Badajoz
203,"Alvarez, Cristian",1993-09-01,F,CH,Segovia
204,"al-Naqvi, Ghuzaila",1994-05-05,M,ES,Soria
205,"Singh, Paolo",1989-08-11,NA,NA,León
206,"Chen, Tony",1985-05-06,M,ES,Barcelona
207,"al-El-Sayed, Zumruda",1958-03-28,F,ES,Valladolid
208,"Lor, Erika",1955-10-04,NA,ES,Pontevedra
209,"Koga, Kyoung Min",1956-11-11,F,MS,Guipúzcoa
210,"Singh, Jamie",1972-11-05,M,ES,Las Palmas
211,"Sharp, Jericka",1990-03-22,F,DK,Cuenca
212,"Bowie, Chanale",1983-02-12,F,ES,León
213,"Felix, Dakota",1953-02-21,F,ES,Badajoz
214,"Martinez, Ismael",1958-10-07,F,ES,Barcelona
215,"Paytiamo, Ashley",1945-09-25,F,QA,Murcia
216,"Marez, Lorenzo",1945-06-12,M,ES,Barcelona
217,"Macneill, Samantha",1985-03-15,M,CU,Ciudad Real
218,"Johnson, Shane",1987-12-06,NA,ES,Cantabria
219,"Langley, Elizabeth",1961-02-18,F,ES,Cantabria
220,"Jakeman, Jason",1965-04-05,NA,ES,Lérida
221,"al-Ishak, Musfira",1944-04-06,F,PW,Granada
222,"Flores, Taylor",1977-02-10,F,ES,Las Palmas
223,"el-Raad, Maariya",1965-10-17,NA,CF,Huelva
224,"Cabral-Hollowhorn, Ashley",1993-05-08,F,ES,Córdoba
225,"al-Vaziri, Zahraaa",1969-12-03,F,ES,Lugo
226,"Liang, Lauren",1947-09-13,NA,ES,Jaén
227,"Quach, Vy",1954-01-06,M,GA,Huesca
228,"Estudillo, Jonathan",1994-08-28,F,ES,Madrid
229,"Mccann, Marcus",1980-08-06,M,UM,Granada
230,"Boyer, Evan",1951-09-06,NA,ES,Álava
231,"Harlan, William",1984-04-08,F,ES,Málaga
232,"Romero, Angel",1992-02-20,M,ES,Cuenca
233,"Ruiz, Santiago",1943-06-27,NA,MF,Orense
234,"Bayless, Lauren",1975-12-20,F,ES,Cantabria
235,"Brogan, Joshua",1972-06-15,NA,VI,Guadalajara
236,"Longan, Roberto",1967-03-09,F,ES,Las Palmas
237,"Nguyen, Timothy",1962-06-14,M,ES,Almería
238,"James, Ian",1966-06-08,NA,ES,Lugo
239,"Arroyo, Karla",1964-05-10,F,MW,Córdoba
240,"Quintana, Aurora",1961-03-18,M,ES,La Coruña
241,"Liszewski, Joseph",1949-10-07,M,DZ,Valencia
242,"Simion, Geya",1956-01-09,M,ES,La Coruña
243,"Rocha, Lauren",1953-12-22,M,ES,Tarragona
244,"Perez, Candance",1988-04-14,F,ES,Cuenca
245,"Fink, Asashia",1994-05-03,M,KM,Tarragona
246,"Garcia, Wolfgang",1981-03-17,NA,ES,Huesca
247,"Tenorio, Lexis",1994-02-24,F,OM,Huesca
248,"Johnson, Taylor",1983-07-23,M,ES,Valladolid
249,"Thede, Krischian",1968-12-11,F,ES,Jaén
250,"Guillory, Brandon",1956-08-23,NA,ES,Santa Cruz de Tenerife
251,"Rivera, Rillard",1955-04-01,M,AF,Granada
252,"D'Rosario, Emily",1960-04-15,NA,ES,Ávila
253,"Karmacharya, Charles",1972-07-08,F,NR,Huesca
254,"Seiff, Ashleigh",1962-05-25,NA,ES,Pontevedra
255,"Jay, Brandyn",1941-12-20,NA,ES,Cuenca
256,"Mccreery, Jessalynn",1962-06-09,M,ES,Cádiz
257,"Rodriguez, Zacarias",1962-06-30,F,UA,Burgos
258,"Ramirez Beltran, Dominic",1986-07-18,M,ES,Guipúzcoa
259,"Seto, Fransiscus",1978-04-28,NA,NC,Asturias
260,"el-Koroma, Rafeeda",1967-07-02,F,ES,Cantabria
261,"Marquez, Brianda",1970-05-16,NA,ES,Cáceres
262,"Snodgrass, Michelle",1944-12-24,NA,ES,Barcelona
263,"Greene, Sakima",1949-08-13,M,MT,Soria
264,"Merlan, Weslee",1981-02-26,M,ES,Guipúzcoa
265,"Dean, Danielle",1993-06-07,F,MY,Soria
266,"Cheek, Kevin",1953-12-28,F,ES,Valladolid
267,"Weinstein, Matthew",1979-02-23,M,ES,Cáceres
268,"Chaparro Portillo, Beatriz",1981-09-24,F,ES,Huelva
269,"Webb, Corey",1957-08-11,F,IT,Málaga
270,"al-Nasir, Azmi",1992-11-24,F,ES,Salamanca
271,"Macneill, Donovan",1974-12-25,F,BV,Ávila
272,"Huang, Stephanie",1949-03-06,F,ES,Burgos
273,"Young, Lashante",1989-12-02,F,ES,Granada
274,"Romero, Andrew",1966-04-04,M,ES,Ávila
275,"Thapa, Kenny",1972-01-07,M,BB,Santa Cruz de Tenerife
276,"Edmunds, Zhane",1952-04-18,NA,ES,Barcelona
277,"al-Majid, Wajeeh",1975-05-05,M,UG,Guadalajara
278,"al-Fadel, Shaimaaa",1967-06-10,F,ES,Santa Cruz de Tenerife
279,"Wong, Heraa",1962-09-26,NA,ES,La Rioja
280,"Belen, Jason",1960-10-07,F,ES,Murcia
281,"Canino, Calvin Jed",1985-09-12,F,TC,Lugo
282,"Brooks, Cameron",1947-06-25,M,ES,Huelva
283,"el-Mattar, Zakariyya",1965-12-12,F,MO,Tarragona
284,"el-Rahmani, Mushtaaqa",1949-04-17,NA,ES,Las Palmas
285,"Allen, Jesse",1985-08-24,NA,ES,Teruel
286,"Goldtrap, Kenny",1989-11-20,F,ES,Jaén
287,"Tsinnijinnie, Roman",1990-08-14,M,IQ,La Rioja
288,"Seo, Tommy",1990-01-09,M,ES,La Rioja
289,"Monsees, Jibin",1958-04-07,NA,BZ,Vizcaya
290,"Marin Alcantar, Marcos",1982-12-13,F,ES,Gerona
291,"Sanchez, Claribel",1945-10-02,M,ES,Tarragona
292,"Kennedy, Jake",1966-07-29,M,ES,Salamanca
293,"Martin, Cory",1960-06-15,M,BM,Zaragoza
294,"al-Basha, Abdus Samad",1961-03-27,F,ES,Huesca
295,"al-Khalaf, Rahma",1984-05-23,NA,CN,Madrid
296,"Alvarez, Jacob",1992-11-26,F,ES,Barcelona
297,"Johnson, Keyosha",1961-12-10,NA,ES,Vizcaya
298,"Lowe, Rita",1969-02-08,F,ES,Murcia
299,"Hildreth, Asianna",1960-06-30,F,EG,Alicante
300,"Tran, Sharlene",1951-10-28,NA,ES,La Rioja
301,"Andreu, Victor",1990-01-03,F,GP,Toledo
302,"Alarid, Milton",1976-10-27,NA,ES,Córdoba
303,"King, William",1955-06-18,M,ES,Murcia
304,"Murphy, Nicholas",1984-11-11,NA,ES,Toledo
305,"Li, Jenny",1986-04-09,F,QA,Álava
306,"Abney, Dallas",1975-09-17,M,ES,Navarra
307,"el-Farah, Labeeba",1962-03-15,NA,KW,Asturias
308,"Eastham, Paris",1956-03-28,F,ES,Cuenca
309,"Benavidez, Alonso",1991-02-26,F,ES,Alicante
310,"el-Syed, Shaahira",1961-09-14,M,ES,Ávila
311,"Trillo, Christian",1943-05-18,F,GT,Lérida
312,"Watchman, Angela",1953-11-07,M,ES,Ciudad Real
313,"Chavez, Denise",1957-04-04,NA,DO,Cáceres
314,"Groce, Davon",1988-06-20,M,ES,Barcelona
315,"Holloway, Coryn",1986-04-09,NA,ES,Huelva
316,"Cervantes, Kelsey",1955-08-17,NA,ES,Las Palmas
317,"Kennedy, Mary",1992-11-15,F,HK,Alicante
318,"Ross, Shamira",1973-05-07,F,ES,Albacete
319,"Truman, Tyahna",1965-12-09,F,LS,Málaga
320,"Funk, Alyssa",1959-10-18,F,ES,Gerona
321,"Truong, Davien",1957-03-30,M,ES,Islas Balears
322,"Khaton, Jecorah",1983-01-12,M,ES,Burgos
323,"Cruz-Kargar, Alberto",1966-05-18,NA,NA,Burgos
324,"Torres, Jesus",1972-07-07,F,ES,Teruel
325,"Dysart, Aaron",1985-03-23,F,CL,Huelva
326,"Funk, Olivia",1944-07-05,F,ES,Segovia
327,"Johnson, Noah",1968-09-21,M,ES,Toledo
328,"Lebold, Jacob",1983-12-11,NA,ES,Ciudad Real
329,"Lucero, Trusten",1979-09-10,F,NA,Guadalajara
330,"el-Eid, Aatifa",1974-02-06,F,ES,Toledo
331,"Bivins, Kimberly",1947-01-16,M,VE,Almería
332,"Egan, Aaron",1955-05-06,NA,ES,La Rioja
333,"Ironcloud, Ian",1962-10-14,M,ES,Tarragona
334,"Leonard, December",1984-08-20,NA,ES,Albacete
335,"Zamarripa, Michael",1968-12-07,NA,CN,Asturias
336,"Travis, Matthew",1980-09-20,M,ES,Zaragoza
337,"Lynch, Dreshawn",1966-10-21,NA,BQ,Almería
338,"Medina, Jessica",1957-08-03,F,ES,Teruel
339,"Willes, David",1941-06-07,F,ES,León
340,"Navarrete, Kathia",1990-05-31,M,ES,Almería
341,"Martinez, Anthony",1977-08-28,F,CY,Córdoba
342,"el-Sadek, Humaira",1964-10-08,F,ES,Almería
343,"Naeb, Jeremy",1975-04-10,NA,BS,Castellón
344,"Foster, Tylor",1988-01-02,F,ES,Orense
345,"Nelson, Samuel",1988-08-03,M,ES,Islas Balears
346,"Smith, Joshua",1965-07-27,M,ES,Las Palmas
347,"Revoal, Takiyah",1954-01-05,M,NA,Cádiz
348,"Medina, Dominic",1973-05-02,NA,ES,Barcelona
349,"Truong, Richard",1968-12-16,F,NA,Tarragona
350,"Delgado, Deja",1944-08-17,F,ES,Jaén
351,"Goff, Dillon",1984-02-22,F,ES,Teruel
352,"Anthony, Broderick",1961-02-06,NA,ES,Zaragoza
353,"al-Ebrahim, Jannat",1976-10-04,M,SC,Ciudad Real
354,"Vue, Beau",1943-06-21,F,ES,Orense
355,"De La Vega, Jessica",1942-07-01,M,JE,Granada
356,"Baca, Kyrri",1962-03-21,M,ES,Orense
357,"Satterwhite, Vivian",1971-05-06,M,ES,Cádiz
358,"Wong, Julia",1947-02-10,F,ES,Islas Balears
359,"Platt, William",1990-05-07,M,NA,Sevilla
360,"Younker, Stephen",1975-12-29,M,ES,Sevilla
361,"Rivera, Cheyane",1973-05-27,M,TV,Albacete
362,"Kim, Ven",1950-12-16,M,ES,Ciudad Real
363,"Marquez, Jesse",1967-11-07,F,ES,Valencia
364,"Marsh, Christian",1979-03-07,F,ES,Barcelona
365,"Castillo, Gabriel",1956-01-01,M,GY,Huesca
366,"al-Hameed, Ismaeel",1985-05-19,NA,ES,Soria
367,"Norris, Michael",1968-03-22,F,BL,Soria
368,"el-Abbasi, Humaina",1940-12-19,F,ES,Córdoba
369,"Lacour, Marvelle",1949-03-19,NA,ES,Valladolid
370,"Ortega, Shawn",1954-02-07,F,ES,Guadalajara
371,"Brazelton, Matthew",1954-06-03,M,LK,Guipúzcoa
372,"Albertoli, Karina",1986-11-20,M,ES,Granada
373,"Erman, Tra'Von",1949-01-04,NA,JP,Álava
374,"Link, Dejon",1943-11-12,F,ES,Barcelona
375,"Han, Uyanga",1971-02-27,F,ES,Zaragoza
376,"Bobian, Saul",1941-09-09,F,ES,Lérida
377,"el-Azam, Rif'a",1974-09-04,F,BY,Valencia
378,"al-Hana, Razeen",1975-03-17,F,ES,Murcia
379,"el-Dallal, Waneesa",1949-05-24,F,AT,Navarra
380,"Archuleta, Jessica",1950-09-03,NA,ES,Valencia
381,"King, Elyas",1952-10-28,M,ES,Badajoz
382,"Francis, Emily",1970-09-03,F,ES,Islas Balears
383,"James, Dayon",1987-11-21,M,RS,Palencia
384,"Jones, Cedrick",1981-04-29,F,ES,Gerona
385,"al-Shad, Faaid",1984-08-08,NA,LB,Valencia
386,"Trinh, Courtney",1956-01-09,F,ES,Huelva
387,"Wood, Tyler",1946-04-14,F,ES,Asturias
388,"Jacquez, Jacob",1977-01-20,F,ES,Badajoz
389,"Derr-Davis, Parys",1970-02-02,M,IN,Albacete
390,"Martinez, Richelle",1952-10-14,M,ES,Ciudad Real
391,"el-Obeid, Kamaaluddeen",1974-06-13,F,HN,Navarra
392,"Ortiz, Vanessa",1971-05-28,NA,ES,Valladolid
393,"Kerford, Breanna",1952-03-08,F,ES,Cádiz
394,"al-Sami, Asmaa",1965-11-28,M,ES,Lugo
395,"Bradley, Amanda",1960-04-26,NA,LI,Guipúzcoa
396,"el-Tariq, Husni",1986-10-09,F,ES,Murcia
397,"el-Alam, Razeena",1988-06-22,F,UZ,Orense
398,"Godwin, Josef",1949-03-01,NA,ES,León
399,"al-Aziz, Husniyya",1981-09-14,M,ES,Granada
400,"Hernandez, Austin",1945-09-12,F,ES,Orense
401,"Allen, Dejon",1977-05-01,F,HU,Córdoba
402,"el-Naderi, Thanaa",1955-07-20,NA,ES,Valladolid
403,"el-Yasin, Shajee'a",1940-10-07,F,BS,Lugo
404,"Gardella, Marisa",1957-10-04,F,ES,Santa Cruz de Tenerife
405,"Yi, Annie",1945-02-17,F,ES,Guipúzcoa
406,"Zandofsky, Austin",1958-11-17,NA,ES,Zamora
407,"el-Sahli, Mawzoona",1949-04-15,NA,AR,Zamora
408,"el-Mattar, Waatiq",1961-01-20,M,ES,Burgos
409,"Paskemin, Jaelyn",1986-02-28,NA,HM,Zamora
410,"Lacoe, Stefan",1977-10-13,NA,ES,Salamanca
411,"Ballard, Mary",1994-11-27,NA,ES,Lugo
412,"Marynowski, Darian",1992-10-25,M,ES,Granada
413,"Rice, Jonni Lynn",1983-01-10,NA,NA,Zaragoza
414,"Owen, Andrea",1992-11-06,NA,ES,Burgos
415,"Orozco, Alejandro",1981-02-05,F,AI,Granada
416,"Escobedo, Alvina",1991-04-09,NA,ES,Córdoba
417,"Sims, Torre",1982-02-20,M,ES,León
418,"Hogan, Thalia",1961-08-04,NA,ES,Huesca
419,"Weckmann, Macella",1986-09-01,F,CY,Soria
420,"Mcgirt, Jesse",1977-12-07,M,ES,Ciudad Real
421,"Manaway, Jazmin",1991-01-30,M,TZ,Málaga
422,"Edwards, Brody",1991-06-06,M,ES,Jaén
423,"Begay, Cherokee",1954-10-05,F,ES,Navarra
424,"Herrera, Abigail",1960-03-05,M,ES,Jaén
425,"Jennings, Shelby",1955-12-04,F,BT,Cádiz
426,"Jackson, Kara",1977-12-20,F,ES,Palencia
427,"el-Ozer, Farhaana",1963-12-20,F,ML,Cáceres
428,"Dodson, Nathaniel",1954-09-12,NA,ES,Almería
429,"Nabiyar, Felica",1983-10-16,M,ES,Guipúzcoa
430,"Graham, Ellen",1951-05-07,F,ES,Madrid
431,"Urban, Skylar",1945-07-04,F,CU,Ciudad Real
432,"Duran, Carlee",1959-08-01,F,ES,Lérida
433,"Mortenson, Andrew",1974-06-15,F,SC,Asturias
434,"al-Srour, Zaamil",1972-01-03,M,ES,Navarra
435,"Dines, Laiba",1975-04-19,F,ES,Vizcaya
436,"Yuen, Melenaite",1987-11-29,NA,ES,Tarragona
437,"Jaeger, Keili",1991-11-11,M,FR,Teruel
438,"Anderegg, Kyleigh",1978-01-13,M,ES,Albacete
439,"Flakes, Brendon",1943-11-16,M,SJ,Vizcaya
440,"Lang, Shardae",1951-08-02,M,ES,Jaén
441,"Schindele, Kyle",1945-02-01,F,ES,Soria
